estado,num_muestra,corte,candidato,LI,LS
COAH,63,50,CAND_5,7.5,8.9
COAH,63,50,OTROS,1.66,2.09
COAH,63,50,PART,56.19,58.01
COAH,64,50,CAND_0,35.36,38.18
COAH,64,50,CAND_1,35.22,38.26
COAH,64,50,CAND_2,1.25,1.52
COAH,64,50,CAND_3,1.32,1.58
COAH,64,50,CAND_4,11.62,12.83
COAH,64,50,CAND_5,8.81,10.62
COAH,64,50,OTROS,1.51,1.91
COAH,64,50,PART,57.6,59.54
COAH,65,50,CAND_0,33.18,35.91
COAH,65,50,CAND_1,38.44,41.48
COAH,65,50,CAND_2,1.4,1.77
COAH,65,50,CAND_3,1.34,1.61
COAH,65,50,CAND_4,11.61,12.79
COAH,65,50,CAND_5,7.7,8.99
COAH,65,50,OTROS,1.74,2.04
COAH,65,50,PART,55.81,57.73
COAH,66,50,CAND_0,33.55,35.98
COAH,66,50,CAND_1,38.95,41.52
COAH,66,50,CAND_2,1.54,2.12
COAH,66,50,CAND_3,1.32,1.59
COAH,66,50,CAND_4,11.41,12.55
COAH,66,50,CAND_5,7.23,8.52
COAH,66,50,OTROS,1.71,1.99
COAH,66,50,PART,56.45,58.2
COAH,67,50,CAND_0,34.6,37.09
COAH,67,50,CAND_1,38.21,40.97
COAH,67,50,CAND_2,1.47,1.99
COAH,67,50,CAND_3,1.41,1.74
COAH,67,50,CAND_4,11.31,12.45
COAH,67,50,CAND_5,7.09,8.17
COAH,67,50,OTROS,1.62,1.88
COAH,67,50,PART,56.27,58.61
COAH,68,50,CAND_0,34.17,36.66
COAH,68,50,CAND_1,38.47,41.16
COAH,68,50,CAND_2,1.38,1.69
COAH,68,50,CAND_3,1.32,1.64
COAH,68,50,CAND_4,11.42,12.65
COAH,68,50,CAND_5,7.36,8.59
COAH,68,50,OTROS,1.61,1.89
COAH,68,50,PART,56.47,58.33
COAH,69,50,CAND_0,33.96,36.44
COAH,69,50,CAND_1,37.25,39.92
COAH,69,50,CAND_2,1.38,1.93
COAH,69,50,CAND_3,1.44,1.69
COAH,69,50,CAND_4,11.71,12.82
COAH,69,50,CAND_5,8.03,9.72
COAH,69,50,OTROS,1.74,1.98
COAH,69,50,PART,57.06,58.68
COAH,70,50,CAND_0,32.7,35.36
COAH,70,50,CAND_1,39.66,42.75
COAH,70,50,CAND_2,1.4,1.8
COAH,70,50,CAND_3,1.43,1.72
COAH,70,50,CAND_4,11.25,12.5
COAH,70,50,CAND_5,7.22,8.49
COAH,70,50,OTROS,1.71,2.01
COAH,70,50,PART,56.75,58.39
COAH,71,50,CAND_0,34.41,37.26
COAH,71,50,CAND_1,38.23,41.45
COAH,71,50,CAND_2,1.52,2.01
COAH,71,50,CAND_3,1.36,1.61
COAH,71,50,CAND_4,10.84,12.19
COAH,71,50,CAND_5,6.84,8.17
COAH,71,50,OTROS,1.79,2.31
COAH,71,50,PART,57.1,59
COAH,72,50,CAND_0,33.36,35.93
COAH,72,50,CAND_1,36.93,39.79
COAH,72,50,CAND_2,1.56,2.24
COAH,72,50,CAND_3,1.41,1.7
COAH,72,50,CAND_4,12.43,13.67
COAH,72,50,CAND_5,7.78,9.49
COAH,72,50,OTROS,1.72,1.99
COAH,72,50,PART,56.78,58.49
COAH,73,50,CAND_0,33.34,35.77
COAH,73,50,CAND_1,38.45,41.07
COAH,73,50,CAND_2,1.45,1.78
COAH,73,50,CAND_3,1.43,1.66
COAH,73,50,CAND_4,11.72,13.1
COAH,73,50,CAND_5,7.53,8.97
COAH,73,50,OTROS,1.73,2
COAH,73,50,PART,56.35,58.14
COAH,74,50,CAND_0,36.15,39.1
COAH,74,50,CAND_1,36.34,39.4
COAH,74,50,CAND_2,1.36,1.82
COAH,74,50,CAND_3,1.27,1.52
COAH,74,50,CAND_4,10.97,12.21
COAH,74,50,CAND_5,7.48,8.81
COAH,74,50,OTROS,1.62,1.94
COAH,74,50,PART,57.03,58.8
COAH,75,50,CAND_0,36.05,38.82
COAH,75,50,CAND_1,35.25,38.18
COAH,75,50,CAND_2,1.4,1.82
COAH,75,50,CAND_3,1.43,1.78
COAH,75,50,CAND_4,11.26,12.58
COAH,75,50,CAND_5,8.15,9.56
COAH,75,50,OTROS,1.68,2.03
COAH,75,50,PART,57.1,59.05
COAH,76,50,CAND_0,34.77,37.58
COAH,76,50,CAND_1,36.59,39.63
COAH,76,50,CAND_2,1.55,1.98
COAH,76,50,CAND_3,1.35,1.63
COAH,76,50,CAND_4,11.4,12.63
COAH,76,50,CAND_5,7.91,9.49
COAH,76,50,OTROS,1.62,1.88
COAH,76,50,PART,56.29,57.87
COAH,77,50,CAND_0,35.2,37.87
COAH,77,50,CAND_1,36.15,39.17
COAH,77,50,CAND_2,1.37,1.78
COAH,77,50,CAND_3,1.28,1.53
COAH,77,50,CAND_4,11.75,13.09
COAH,77,50,CAND_5,7.81,9.51
COAH,77,50,OTROS,1.61,1.87
COAH,77,50,PART,56.68,58.32
COAH,78,50,CAND_0,34.75,37.77
COAH,78,50,CAND_1,35.8,39.03
COAH,78,50,CAND_2,1.38,1.9
COAH,78,50,CAND_3,1.37,1.74
COAH,78,50,CAND_4,11.77,12.97
COAH,78,50,CAND_5,8,9.72
COAH,78,50,OTROS,1.76,2.06
COAH,78,50,PART,57.78,59.42
COAH,79,50,CAND_0,35.83,38.85
COAH,79,50,CAND_1,34.78,38.03
COAH,79,50,CAND_2,1.27,1.55
COAH,79,50,CAND_3,1.28,1.52
COAH,79,50,CAND_4,11.76,13.27
COAH,79,50,CAND_5,8.23,10.06
COAH,79,50,OTROS,1.62,1.95
COAH,79,50,PART,56.41,58.17
COAH,80,50,CAND_0,34.55,37.42
COAH,80,50,CAND_1,36.79,39.96
COAH,80,50,CAND_2,1.47,1.95
COAH,80,50,CAND_3,1.37,1.64
COAH,80,50,CAND_4,10.98,12.11
COAH,80,50,CAND_5,8.27,9.81
COAH,80,50,OTROS,1.71,1.97
COAH,80,50,PART,56.76,58.73
COAH,81,50,CAND_0,32.38,34.6
COAH,81,50,CAND_1,38.12,41.14
COAH,81,50,CAND_2,1.47,1.89
COAH,81,50,CAND_3,1.39,1.9
COAH,81,50,CAND_4,11.88,13.28
COAH,81,50,CAND_5,7.73,10.46
COAH,81,50,OTROS,1.73,2.04
